Date,Open,High,Low,Close,Adj Close,Volume
2013-06-04,730.000000,736.950012,725.075012,732.674988,593.862793,1305320
2013-06-05,730.549988,736.325012,726.349976,733.900024,594.855774,1728676
2013-06-06,726.849976,739.250000,726.025024,735.375000,601.377563,2540452
2013-06-07,735.049988,769.500000,734.000000,759.474976,621.086121,3550844
2013-06-10,762.525024,772.349976,759.549988,762.525024,623.580444,3360430
2013-06-11,765.099976,771.000000,746.000000,750.775024,613.971497,2205468
2013-06-12,747.049988,747.549988,731.025024,734.049988,600.294006,4805954
2013-06-13,730.000000,732.000000,717.549988,722.825012,591.114441,3151342
2013-06-14,724.000000,728.625000,715.500000,725.349976,593.179138,3105996
2013-06-17,726.500000,732.500000,714.000000,726.224976,593.894958,2584162
2013-06-18,727.500000,730.000000,720.075012,721.900024,590.357910,2291528
2013-06-19,727.450012,727.450012,711.775024,713.849976,583.774597,2139788
2013-06-20,710.500000,716.575012,699.549988,702.250000,574.288452,4172878
2013-06-21,704.400024,715.924988,704.000000,711.125000,581.546204,2848224
2013-06-24,707.500000,717.049988,700.049988,705.349976,576.823669,1889164
2013-06-25,706.750000,713.549988,690.349976,696.150024,569.299988,1860548
2013-06-26,698.450012,723.875000,690.525024,718.849976,587.863708,2326488
2013-06-27,723.900024,748.500000,721.000000,745.950012,610.025574,3820678
2013-06-28,747.500000,762.150024,729.099976,759.075012,620.759033,4817096
2013-07-01,756.000000,758.349976,741.700012,746.174988,610.209595,1354652
2013-07-02,746.549988,754.250000,743.325012,750.275024,613.562744,1657242
2013-07-03,748.849976,759.500000,732.500000,744.900024,609.166931,1530906
2013-07-04,745.424988,770.500000,745.000000,769.150024,628.998169,1917060
2013-07-05,771.000000,779.000000,761.000000,765.099976,625.686096,1293012
2013-07-08,764.000000,767.500000,750.000000,753.325012,616.056702,1658796
2013-07-09,747.650024,760.875000,747.650024,752.450012,615.341248,1097326
2013-07-10,755.000000,763.400024,749.000000,755.974976,618.223877,1322624
2013-07-11,760.000000,785.000000,760.000000,782.275024,639.731628,2335274
2013-07-12,797.500000,812.400024,789.650024,804.924988,658.254333,3251536
2013-07-15,800.549988,823.650024,799.650024,820.875000,671.298096,2060570
2013-07-16,812.500000,833.174988,808.799988,824.674988,674.405457,2224986
2013-07-17,822.525024,842.474976,822.525024,839.250000,686.324890,2999250
2013-07-18,840.000000,846.150024,822.000000,830.200012,678.923828,3445532
2013-07-19,859.500000,879.500000,850.000000,871.400024,712.616455,8550804
2013-07-22,870.500000,879.400024,864.150024,873.250000,714.129395,2974772
2013-07-23,874.000000,890.224976,871.799988,874.900024,715.478821,1646502
2013-07-24,874.250000,896.000000,872.500000,891.400024,728.972168,2181644
2013-07-25,890.000000,905.000000,883.349976,897.875000,734.267517,4088808
2013-07-26,897.500000,899.474976,875.049988,887.250000,725.578430,2379064
2013-07-29,879.000000,897.299988,878.625000,889.599976,729.143738,1774262
2013-07-30,890.000000,902.474976,887.724976,896.150024,734.512207,2617484
2013-07-31,895.000000,915.750000,894.724976,907.750000,744.020142,2826750
2013-08-01,905.025024,917.400024,895.000000,907.700012,743.979065,2141178
2013-08-02,909.849976,924.950012,908.349976,922.924988,756.458130,1846854
2013-08-05,920.000000,938.700012,920.000000,933.599976,765.207458,2355184
2013-08-06,936.500000,940.974976,932.325012,935.049988,766.396118,2305290
2013-08-07,937.000000,945.450012,906.724976,911.349976,746.970886,2694980
2013-08-08,902.549988,928.075012,891.849976,922.700012,756.273621,2158628
2013-08-12,920.500000,920.500000,904.075012,907.000000,743.405457,2077574
2013-08-13,910.099976,922.424988,904.974976,909.900024,745.782410,2168296
2013-08-14,912.250000,929.000000,901.000000,916.750000,751.396606,3302068
2013-08-16,912.099976,915.000000,877.775024,890.450012,729.840576,2779930
2013-08-19,899.000000,903.500000,877.775024,888.724976,728.426758,2121352
2013-08-20,894.900024,894.900024,865.000000,868.200012,711.603638,2724844
2013-08-21,870.049988,871.849976,850.575012,858.900024,703.981140,3623994
2013-08-22,852.500000,898.575012,847.599976,889.474976,729.041382,4260988
2013-08-23,897.000000,919.000000,892.150024,914.724976,749.736877,4032884
2013-08-26,911.549988,939.299988,907.000000,921.000000,754.880310,2663238
2013-08-27,919.500000,939.424988,915.000000,919.400024,753.568665,1945284
2013-08-28,914.000000,973.049988,914.000000,953.950012,781.887085,4444684
2013-08-29,950.500000,985.000000,939.150024,973.549988,797.951843,5905182
2013-08-30,969.500000,1025.000000,965.000000,1016.599976,833.236755,5282942
2013-09-02,1010.000000,1034.500000,1008.750000,1028.425049,842.929199,2154034
2013-09-03,1025.050049,1033.500000,993.075012,1000.549988,820.081787,2355064
2013-09-04,1000.000000,1039.400024,996.974976,1034.550049,847.949280,2626516
2013-09-05,1034.500000,1034.500000,990.525024,995.375000,815.840210,3927492
2013-09-06,1004.500000,1012.500000,987.500000,994.400024,815.041260,2759596
2013-09-10,993.000000,1008.349976,990.500000,993.950012,814.672363,4300972
2013-09-11,1004.000000,1009.000000,991.750000,996.900024,817.090149,3008494
2013-09-12,997.500000,999.275024,972.900024,983.950012,806.475830,1905568
2013-09-13,982.500000,995.000000,973.275024,976.875000,800.677124,2096320
2013-09-16,975.000000,992.500000,947.025024,951.275024,779.694580,2460506
2013-09-17,950.000000,976.275024,948.549988,973.724976,798.095215,3327816
2013-09-18,971.025024,982.400024,968.950012,977.250000,800.984375,2109818
2013-09-19,974.000000,995.000000,963.250000,983.150024,805.820251,3907240
2013-09-20,975.000000,994.950012,970.500000,975.150024,799.263428,3591858
2013-09-23,975.000000,988.599976,970.000000,977.549988,801.230286,2988758
2013-09-24,977.500000,988.950012,963.000000,969.750000,794.837097,4940300
2013-09-25,970.750000,985.474976,960.099976,979.525024,802.849121,4333858
2013-09-26,977.400024,987.049988,967.549988,971.450012,796.230469,4919704
2013-09-27,971.549988,980.974976,968.724976,974.049988,798.361633,1784666
2013-09-30,977.000000,980.924988,960.000000,963.900024,790.042419,1987350
2013-10-01,966.000000,977.424988,958.349976,974.525024,798.750977,1591994
2013-10-03,985.900024,1018.450012,980.200012,1012.299988,829.712585,4672354
2013-10-04,1016.000000,1034.500000,1013.474976,1016.799988,833.401001,1934032
2013-10-07,1017.500000,1048.849976,1012.650024,1044.875000,856.411987,1993878
2013-10-08,1041.500000,1049.000000,1028.275024,1030.724976,844.814270,1828106
2013-10-09,1027.750000,1048.824951,1022.549988,1045.425049,856.862976,1775858
2013-10-10,1044.000000,1049.000000,1033.625000,1040.000000,852.416382,1164320
2013-10-11,1051.500000,1069.000000,1041.199951,1061.025024,869.649353,2284448
2013-10-14,1063.750000,1112.500000,1062.500000,1106.375000,906.819336,4374460
2013-10-15,1117.500000,1129.425049,1100.500000,1107.699951,907.905396,4665092
2013-10-17,1115.000000,1115.000000,1047.849976,1054.224976,864.075562,6687214
2013-10-18,1052.400024,1066.900024,1030.775024,1060.324951,869.075256,5346166
2013-10-21,1062.500000,1063.974976,1025.000000,1035.824951,848.994385,3685372
2013-10-22,1044.000000,1053.824951,1038.425049,1044.675049,856.248169,2044614
2013-10-23,1044.250000,1051.500000,1023.075012,1030.574951,844.691162,2455496
2013-10-24,1021.000000,1041.175049,1000.924988,1004.349976,823.196533,3617758
2013-10-25,997.500000,1036.000000,997.500000,1033.875000,849.086914,2527402
2013-10-28,1034.000000,1044.900024,1026.275024,1031.974976,847.526428,1803942
2013-10-29,1032.500000,1042.900024,1023.950012,1034.900024,849.928650,1829076
2013-10-30,1035.125000,1050.000000,1035.125000,1045.974976,859.024231,2114874
2013-10-31,1044.500000,1064.500000,1039.699951,1056.025024,867.277832,3523076
2013-11-01,1055.000000,1070.974976,1045.550049,1048.800049,861.344482,1346480
2013-11-05,1050.000000,1052.500000,1015.849976,1021.000000,838.513000,2261286
2013-11-06,1031.500000,1051.775024,1029.525024,1045.550049,858.675232,1667750
2013-11-07,1050.000000,1074.074951,1040.150024,1060.974976,871.343140,1956948
2013-11-08,1065.000000,1065.875000,1035.599976,1045.425049,858.572632,1609346
2013-11-11,1045.000000,1070.000000,1025.000000,1047.324951,860.132935,1961138
2013-11-12,1048.425049,1060.849976,1039.500000,1043.574951,857.052979,1000682
2013-11-13,1049.474976,1053.099976,1021.825012,1024.500000,841.387695,1208338
2013-11-14,1036.000000,1036.000000,1010.924988,1013.099976,832.025024,2129704
2013-11-18,1023.000000,1029.949951,1016.125000,1022.000000,839.334351,2831602
2013-11-19,1024.974976,1027.500000,1010.599976,1014.950012,833.544556,2077864
2013-11-20,1023.424988,1024.949951,1008.500000,1011.799988,830.957336,1658696
2013-11-21,1011.599976,1017.349976,990.000000,993.299988,815.763855,2302882
2013-11-22,995.500000,1005.500000,992.549988,1000.424988,821.615417,1494494
2013-11-25,1004.000000,1013.424988,996.549988,1006.625000,826.707458,1950998
2013-11-26,1001.549988,1008.224976,993.500000,996.849976,818.679504,2047412
2013-11-27,1004.500000,1006.849976,987.500000,993.224976,815.702393,2120978
2013-11-28,996.549988,998.275024,985.000000,992.299988,814.942627,2805722
2013-11-29,996.000000,1007.349976,990.900024,1002.174988,823.052795,1924812
2013-12-02,997.500000,1010.500000,997.500000,1006.950012,826.974243,1253260
2013-12-03,1008.025024,1021.000000,1007.525024,1010.400024,829.807617,1449184
2013-12-04,1009.950012,1015.799988,996.825012,1000.025024,821.287048,1519036
2013-12-05,1008.000000,1016.775024,991.525024,993.575012,815.989929,1397190
2013-12-06,995.500000,1005.000000,995.500000,1000.150024,821.389465,1446962
2013-12-09,1014.500000,1014.974976,1000.000000,1002.424988,823.258057,1826340
2013-12-10,1000.000000,1044.500000,1000.000000,1041.375000,855.246277,3653334
2013-12-11,1039.500000,1043.425049,1021.500000,1029.025024,845.103760,1556062
2013-12-12,1022.500000,1032.000000,1012.549988,1014.450012,833.133789,1655964
2013-12-13,1018.974976,1022.500000,997.500000,1000.900024,822.005615,3463350
2013-12-16,1006.849976,1019.900024,1002.575012,1009.575012,829.130066,2858500
2013-12-17,1015.799988,1032.925049,1015.000000,1022.674988,839.888855,2995474
2013-12-18,1020.000000,1035.500000,1019.000000,1027.900024,844.179749,1587990
2013-12-19,1037.974976,1055.000000,1031.324951,1040.750000,854.733215,2161986
2013-12-20,1044.050049,1065.000000,1042.925049,1060.275024,870.768372,1965812
2013-12-23,1064.974976,1071.724976,1048.974976,1054.525024,866.046143,1321224
2013-12-24,1059.900024,1064.500000,1052.125000,1055.349976,866.723450,870156
2013-12-26,1057.500000,1058.500000,1045.724976,1050.150024,862.453125,2297194
2013-12-27,1053.500000,1084.949951,1052.500000,1080.324951,887.234558,2479946
2013-12-30,1085.000000,1087.625000,1073.349976,1078.025024,885.345764,1668776
2013-12-31,1080.050049,1092.474976,1075.449951,1086.025024,891.916260,1245776
2014-01-01,1090.050049,1092.250000,1075.550049,1076.650024,884.216736,529952
2014-01-02,1083.000000,1094.500000,1078.074951,1083.500000,889.842102,1726948
2014-01-03,1082.349976,1114.550049,1073.625000,1111.099976,912.509155,2618174
2014-01-06,1114.500000,1122.000000,1098.500000,1119.800049,919.654663,2311810
2014-01-07,1120.000000,1128.224976,1099.500000,1103.074951,905.918274,2897486
2014-01-08,1106.000000,1122.000000,1105.000000,1116.324951,916.800110,2550020
2014-01-09,1114.375000,1127.750000,1111.050049,1120.974976,920.619080,2582206
2014-01-10,1130.000000,1154.900024,1117.500000,1140.449951,936.613220,3369334
2014-01-13,1142.500000,1192.000000,1142.500000,1184.375000,972.687012,3814316
2014-01-14,1186.000000,1192.400024,1160.000000,1163.375000,955.441223,2974964
2014-01-15,1171.224976,1189.099976,1163.500000,1176.800049,966.466003,3048854
2014-01-16,1190.000000,1190.050049,1162.500000,1175.150024,965.111389,2997962
2014-01-17,1149.000000,1149.000000,1103.025024,1106.525024,908.751953,7564756
2014-01-20,1109.474976,1175.000000,1107.750000,1169.099976,960.142517,6010558
2014-01-21,1167.000000,1169.625000,1137.550049,1140.150024,936.367065,3132282
2014-01-22,1143.550049,1148.425049,1132.050049,1137.025024,933.800720,2384030
2014-01-23,1134.050049,1138.349976,1118.650024,1126.224976,924.930847,2290762
2014-01-24,1122.000000,1141.625000,1117.500000,1124.349976,923.391357,1850266
2014-01-27,1113.000000,1129.750000,1110.050049,1114.800049,917.179260,2532948
2014-01-28,1116.000000,1123.925049,1098.050049,1106.175049,910.083374,2852166
2014-01-29,1120.000000,1120.000000,1102.500000,1104.900024,909.034241,1698076
2014-01-30,1099.025024,1113.500000,1095.000000,1108.800049,912.242981,2225250
2014-01-31,1112.550049,1134.900024,1110.500000,1120.525024,921.889526,2174246
2014-02-03,1111.000000,1122.125000,1095.400024,1097.224976,902.720093,1362480
2014-02-04,1087.000000,1087.500000,1056.025024,1075.675049,884.990051,2694166
2014-02-05,1081.900024,1100.000000,1070.000000,1097.199951,902.698914,1853650
2014-02-06,1090.000000,1094.949951,1072.500000,1087.625000,894.821655,1922652
2014-02-07,1095.000000,1097.500000,1065.500000,1072.199951,882.131165,1990912
2014-02-10,1072.000000,1072.000000,1042.550049,1046.775024,861.213135,4019270
2014-02-11,1050.000000,1063.250000,1048.000000,1050.849976,864.565735,3568786
2014-02-12,1059.000000,1061.800049,1047.500000,1052.724976,866.108459,3074348
2014-02-13,1053.500000,1069.199951,1048.250000,1066.875000,877.750000,2094350
2014-02-14,1068.949951,1092.375000,1064.050049,1083.949951,891.798096,1910062
2014-02-17,1080.000000,1093.000000,1073.599976,1082.699951,890.769531,1670394
2014-02-18,1082.500000,1095.500000,1077.925049,1083.000000,891.016541,1526916
2014-02-19,1085.000000,1107.500000,1081.125000,1098.974976,904.159668,1072918
2014-02-20,1103.000000,1111.000000,1091.400024,1094.675049,900.621704,1587924
2014-02-21,1099.000000,1106.500000,1095.375000,1102.849976,907.347900,1717860
2014-02-24,1102.000000,1102.625000,1085.050049,1088.949951,895.911926,2450424
2014-02-25,1094.500000,1099.750000,1090.000000,1094.449951,900.436707,3305374
2014-02-26,1097.000000,1097.500000,1088.574951,1091.074951,897.659973,3859712
2014-02-28,1080.500000,1140.000000,1080.074951,1137.875000,936.164063,3988192
2014-03-03,1135.900024,1149.500000,1114.000000,1120.025024,921.477905,1606078
2014-03-04,1116.599976,1127.000000,1112.000000,1120.324951,921.724915,2030332
2014-03-05,1127.425049,1143.125000,1121.275024,1125.949951,926.352722,2302006
2014-03-06,1126.425049,1130.000000,1116.074951,1120.375000,921.765991,1314562
2014-03-07,1122.750000,1125.025024,1076.400024,1114.250000,916.726563,4698472
2014-03-10,1114.050049,1114.250000,1067.500000,1071.324951,881.411072,3829768
2014-03-11,1077.500000,1088.824951,1061.000000,1075.824951,885.113342,2550254
2014-03-12,1076.500000,1094.875000,1076.500000,1089.724976,896.549194,1669788
2014-03-13,1074.025024,1101.000000,1068.425049,1074.775024,884.249817,2019884
2014-03-14,1070.500000,1080.250000,1062.150024,1069.775024,880.136108,2161246
2014-03-18,1067.750000,1075.900024,1052.125000,1061.000000,872.916504,2565842
2014-03-19,1037.500000,1037.500000,1006.525024,1019.700012,838.937866,8652662
2014-03-20,1019.000000,1061.449951,1005.700012,1054.099976,867.239624,5728956
2014-03-21,1062.500000,1072.500000,1042.500000,1063.500000,874.973267,4680776
2014-03-22,null,null,null,null,null,null
2014-03-24,1068.474976,1078.974976,1063.074951,1076.300049,885.504089,2183014
2014-03-25,1072.000000,1086.000000,1065.000000,1073.324951,883.056641,2249968
2014-03-26,1074.025024,1079.250000,1043.775024,1046.750000,861.192627,3192350
2014-03-27,1050.474976,1057.500000,1032.525024,1047.125000,861.501160,5012476
2014-03-28,1048.500000,1061.425049,1040.025024,1051.050049,864.730164,2971162
2014-03-31,1052.000000,1072.474976,1041.000000,1066.574951,877.503052,2683268
2014-04-01,1072.500000,1092.500000,1072.449951,1088.349976,895.418152,2755932
2014-04-02,1095.000000,1101.000000,1080.525024,1086.125000,893.587402,3763016
2014-04-03,1086.425049,1091.000000,1073.800049,1083.250000,891.222107,1581194
2014-04-04,1086.000000,1093.500000,1065.000000,1069.425049,879.847839,1694656
2014-04-07,1065.050049,1082.974976,1060.349976,1076.900024,885.997803,2594986
2014-04-09,1076.000000,1081.000000,1052.500000,1070.199951,880.485596,3350500
2014-04-10,1070.199951,1074.324951,1057.599976,1063.074951,874.623779,2152886
2014-04-11,1059.000000,1087.449951,1050.000000,1082.050049,890.234924,2340742
2014-04-15,1090.500000,1129.000000,1087.025024,1126.375000,926.702576,3597244
2014-04-16,1132.000000,1132.000000,1092.099976,1098.150024,903.480896,3475910
2014-04-17,1110.000000,1113.500000,1071.349976,1111.449951,914.423035,7681438
2014-04-21,1110.000000,1121.449951,1105.650024,1110.875000,913.950012,1842594
2014-04-22,1116.974976,1124.949951,1109.949951,1110.525024,913.662354,1486274
2014-04-23,1115.699951,1121.949951,1100.550049,1106.875000,910.659424,1938992
2014-04-24,1106.875000,1106.875000,1106.875000,1106.875000,910.659424,0
2014-04-25,1113.500000,1117.500000,1096.599976,1102.625000,907.162476,3160448
2014-04-28,1102.625000,1111.349976,1090.050049,1095.675049,901.444519,2550766
2014-04-29,1093.000000,1103.175049,1088.449951,1097.125000,902.637634,1846180
2014-04-30,1092.550049,1102.800049,1090.500000,1094.599976,900.560486,2397378
2014-05-02,1090.625000,1109.949951,1090.625000,1104.224976,908.478943,1917778
2014-05-05,1105.400024,1114.500000,1102.074951,1106.849976,910.638489,1314478
2014-05-06,1106.849976,1110.800049,1095.000000,1099.449951,904.550537,961232
2014-05-07,1095.525024,1101.500000,1070.050049,1082.775024,890.831482,4716182
2014-05-08,1082.550049,1090.900024,1073.824951,1081.025024,889.391541,2606900
2014-05-09,1076.000000,1092.349976,1076.000000,1079.949951,888.507324,1799440
2014-05-12,1076.500000,1083.349976,1061.574951,1079.675049,888.280945,2886064
2014-05-13,1082.900024,1119.500000,1082.900024,1105.474976,909.507263,2547484
2014-05-14,1107.199951,1118.849976,1100.550049,1108.050049,911.625916,1389228
2014-05-15,1108.050049,1112.500000,1085.574951,1096.574951,902.184875,2520196
2014-05-16,1100.025024,1126.699951,1050.125000,1080.375000,888.856689,5241798
2014-05-19,1075.000000,1080.000000,999.750000,1018.349976,837.827026,6516606
2014-05-20,1014.000000,1080.000000,1014.000000,1034.099976,850.785034,4702114
2014-05-21,1030.599976,1044.500000,1027.900024,1041.425049,856.811401,4116946
2014-05-22,1048.375000,1062.000000,1037.550049,1055.974976,868.782104,4216842
2014-05-23,1059.500000,1074.500000,1048.000000,1063.949951,875.343445,3094780
2014-05-26,1074.500000,1084.800049,1066.800049,1077.000000,886.079956,2650850
2014-05-27,1080.074951,1092.300049,1059.000000,1065.724976,876.803772,1795094
2014-05-28,1070.000000,1079.375000,1061.224976,1075.275024,884.661194,1887488
2014-05-29,1072.500000,1090.000000,1067.599976,1079.974976,888.527649,2820710
2014-05-30,1079.400024,1083.500000,1065.074951,1070.675049,880.876526,2585648
2014-06-02,1072.000000,1078.875000,1058.025024,1064.925049,876.145630,1095158
2014-06-03,1064.925049,1069.000000,1052.599976,1064.300049,875.631470,2484628
2014-06-04,1065.000000,1067.449951,1038.500000,1044.625000,859.444214,2141062
2014-06-05,1041.550049,1058.199951,1034.000000,1052.074951,865.573486,4348470
2014-06-06,1050.074951,1053.900024,1028.000000,1042.125000,865.615112,3361586
2014-06-09,1043.500000,1059.000000,1040.000000,1056.900024,877.887756,2666196
2014-06-10,1057.500000,1080.474976,1057.500000,1079.074951,896.306824,2628068
2014-06-11,1082.500000,1107.000000,1069.099976,1103.474976,916.573792,3544562
2014-06-12,1124.500000,1127.000000,1091.900024,1118.675049,929.199524,2734338
2014-06-13,1119.000000,1119.500000,1092.525024,1106.775024,919.315063,1904022
2014-06-16,1105.000000,1138.474976,1105.000000,1134.875000,942.655518,2439906
2014-06-17,1142.449951,1148.500000,1135.500000,1139.925049,946.850220,1918144
2014-06-18,1146.500000,1146.500000,1110.650024,1113.525024,924.921875,1948824
2014-06-19,1115.000000,1144.500000,1105.050049,1138.025024,945.271912,1896354
2014-06-20,1142.449951,1149.500000,1131.000000,1146.199951,952.062622,1155674
2014-06-23,1146.500000,1149.949951,1127.025024,1134.425049,942.281738,1262734
2014-06-24,1134.500000,1159.750000,1127.500000,1154.525024,958.977356,1479100
2014-06-25,1155.000000,1160.000000,1146.500000,1155.275024,959.600037,1028422
2014-06-26,1148.000000,1172.074951,1145.574951,1153.824951,958.396057,2036182
2014-06-27,1158.500000,1203.449951,1157.500000,1199.775024,996.563416,3058836
2014-06-30,1200.275024,1217.500000,1188.300049,1212.699951,1007.298950,2146470
2014-07-01,1209.449951,1209.500000,1191.150024,1195.375000,992.908264,1092790
2014-07-02,1200.000000,1205.875000,1191.750000,1200.800049,997.414795,907740
2014-07-03,1199.500000,1222.500000,1196.000000,1208.949951,1004.184143,1526762
2014-07-04,1206.199951,1212.750000,1200.500000,1205.250000,1001.110657,536136
2014-07-07,1210.025024,1249.000000,1205.199951,1244.275024,1033.525635,2204902
2014-07-08,1242.474976,1243.074951,1216.625000,1224.724976,1017.286987,2500588
2014-07-09,1235.000000,1236.324951,1190.800049,1199.074951,995.981812,1554242
2014-07-10,1199.775024,1209.800049,1167.500000,1175.900024,976.732056,1990562
2014-07-11,1185.500000,1205.000000,1180.550049,1197.224976,994.445068,1329446
2014-07-14,1209.400024,1219.500000,1192.625000,1213.125000,1007.652039,1587924
2014-07-15,1213.099976,1215.000000,1196.875000,1199.650024,996.459167,1389656
2014-07-16,1204.824951,1212.000000,1193.425049,1200.925049,997.518677,1407240
2014-07-17,1205.000000,1214.900024,1187.500000,1190.974976,989.253784,1790220
2014-07-18,1226.000000,1242.500000,1217.500000,1220.599976,1013.860840,3507488
2014-07-21,1234.000000,1234.925049,1221.525024,1231.875000,1023.226379,981072
2014-07-22,1232.500000,1270.000000,1230.949951,1266.199951,1051.737305,2399016
2014-07-23,1270.000000,1298.150024,1266.150024,1293.074951,1074.060425,2065858
2014-07-24,1297.449951,1301.000000,1283.500000,1297.599976,1077.819214,1481418
2014-07-25,1297.000000,1307.175049,1283.500000,1302.875000,1082.200684,1806914
2014-07-28,1288.574951,1299.824951,1277.500000,1294.650024,1092.133545,1314922
2014-07-30,1292.400024,1305.000000,1286.300049,1297.525024,1094.558838,1899252
2014-07-31,1287.550049,1299.000000,1284.625000,1290.025024,1088.232300,2407210
2014-08-01,1287.500000,1293.974976,1255.000000,1258.199951,1061.384888,2381882
2014-08-04,1266.000000,1270.949951,1244.000000,1263.025024,1065.455688,1828636
2014-08-05,1272.449951,1272.500000,1245.050049,1261.849976,1064.464233,1404656
2014-08-06,1258.074951,1267.425049,1245.125000,1253.324951,1057.272949,1837562
2014-08-07,1245.000000,1247.500000,1229.525024,1234.900024,1041.730225,1672656
2014-08-08,1232.500000,1253.849976,1232.500000,1239.349976,1045.484253,1464790
2014-08-11,1245.449951,1247.775024,1227.500000,1234.199951,1041.139893,1290896
2014-08-12,1244.949951,1244.949951,1220.099976,1235.875000,1042.552368,984552
